system,body,is star,type,temp,radius,absMagnitude,solMass,spectralClass,luminosity
Lasoae AO-P c19-559,Lasoae AO-P c19-559 C,Star,M,2090.0,235087824.0,11.603333,0.179688,M,VI
Lasoae AO-P c19-559,Lasoae AO-P c19-559 B,Star,M,3243.0,369441888.0,8.713028,0.417969,M,Va
Lasoae IA-M c21-534,Lasoae IA-M c21-534,Star,K,5045.0,599563072.0,5.74176,0.722656,K,Va
Lasoae MG-K c22-2031,Lasoae MG-K c22-2031 A,Star,K,4821.0,644368960.0,5.782501,0.832031,K,Va
Lasoae MG-K c22-2031,Lasoae MG-K c22-2031 B,Star,M,2409.0,304260000.0,10.426041,0.285156,M,Va
Lasoae WM-L b49-39,Lasoae WM-L b49-39 A,Star,M,2951.0,389966432.0,9.005463,0.347656,M,Va
Lasoae WM-L b49-39,Lasoae WM-L b49-39 C,Star,L,1506.0,171561472.0,13.711121,0.109375,L,V
Lasoae WM-L b49-39,Lasoae WM-L b49-39 B,Star,L,1390.0,151355296.0,14.331467,0.097656,L,V
Lasoae EA-D c26-950,Lasoae EA-D c26-950,Star,K,4362.0,507510368.0,6.735672,0.5625,K,Va
Lasoae NM-Z c27-305,Lasoae NM-Z c27-305 A,Star,K,4296.0,499869344.0,6.834869,0.539063,K,Va
Lasoae NM-Z c27-305,Lasoae NM-Z c27-305 B,Star,L,1578.0,181367392.0,13.387558,0.125,L,V
Aishaish ZE-A c2162,Aishaish ZE-A c2162,Star,K,4473.0,528395744.0,6.53894,0.613281,K,Va
Aishaish EG-Y d8499,Aishaish EG-Y d8499 A,Star,M,2788.0,323192704.0,9.660202,0.292969,M,Va
Aishaish EG-Y d8499,Aishaish EG-Y d8499 B,Star,L,1691.0,232137536.0,12.551041,0.152344,L,V
Aishaish PD-T c3-266,Aishaish PD-T c3-266,Star,K,5181.0,616521856.0,5.565613,0.8125,K,Va
Aishaish VE-R c4-829,Aishaish VE-R c4-829 A,Star,K,4812.0,544526720.0,6.156296,0.675781,K,Vab
Aishaish VE-R c4-829,Aishaish VE-R c4-829 C,Star,M,2130.0,245721536.0,11.424911,0.214844,M,VI
Aishaish VE-R c4-829,Aishaish VE-R c4-829 B,Star,K,3903.0,474378144.0,7.365295,0.539063,K,Va
Aishaish DR-N c6-188,Aishaish DR-N c6-188 A,Star,K,4358.0,509866336.0,6.729599,0.648438,K,Va
Aishaish DR-N c6-188,Aishaish DR-N c6-188 B,Star,K,3965.0,445066496.0,7.435379,0.527344,K,Va
Aishaish QY-S d3-3879,Aishaish QY-S d3-3879,Star,G,5820.0,643562432.0,4.967178,1.003906,G,Vb
Aishaish UE-R d4-8533,Aishaish UE-R d4-8533,Star,K,4866.0,643647360.0,5.744583,0.855469,K,Va
Aemost UG-S d5-4055,Aemost UG-S d5-4055 A,Star,F,6895.0,847428352.0,3.633133,1.289063,F,Vb
Aemost UG-S d5-4055,Aemost UG-S d5-4055 C,Star,K,4526.0,530603136.0,6.478714,0.613281,K,Va
Aemost UG-S d5-4055,Aemost UG-S d5-4055 B,Star,G,5221.0,581500608.0,5.659241,0.851563,G,Vab
Aemost UG-S d5-4055,Aemost UG-S d5-4055 D,Star,M,3054.0,386400640.0,8.876389,0.339844,M,Va
Aemost YM-Q d6-5379,Aemost YM-Q d6-5379 A,Star,F,7130.0,831445888.0,3.528885,1.265625,F,Vb
Aemost YM-Q d6-5379,Aemost YM-Q d6-5379 C,Star,K,3782.0,473826304.0,7.504654,0.484375,K,Va
Aemost YM-Q d6-5379,Aemost YM-Q d6-5379 B,Star,K,3746.0,438932480.0,7.712326,0.550781,K,Va
Aemost CT-O d7-4763,Aemost CT-O d7-4763,Star,M,3679.0,496473376.0,7.523178,0.515625,M,Va
Aemost CI-Y b34-21,Aemost CI-Y b34-21 A,Star,M,2457.0,332595360.0,10.146957,0.28125,M,Va
Aemost CI-Y b34-21,Aemost CI-Y b34-21 B,Star,M,2115.0,251218800.0,11.407562,0.1875,M,VI
Aemost VB-R b38-37,Aemost VB-R b38-37,Star,M,3009.0,320900384.0,9.344315,0.328125,M,Va
Aemost DX-S c20-151,Aemost DX-S c20-151,Star,K,3791.0,437340608.0,7.66835,0.511719,K,Va
Aemost UM-H d11-679,Aemost UM-H d11-679,Star,F,6028.0,826755264.0,4.270523,1.175781,F,Vab
Aemost YS-F d12-4479,Aemost YS-F d12-4479 A,Star,M,3120.0,382113216.0,8.807755,0.375,M,Va
Aemost YS-F d12-4479,Aemost YS-F d12-4479 B,Star,M,2422.0,282292160.0,10.56543,0.242188,M,Va
Aemost BS-J c25-477,Aemost BS-J c25-477 A,Star,K,3789.0,414162912.0,7.78891,0.453125,K,Va
Aemost BS-J c25-477,Aemost BS-J c25-477 B,Star,M,2626.0,286197568.0,10.184296,0.285156,M,Va
Aemost CZ-D d13-1601,Aemost CZ-D d13-1601 A,Star,K,3854.0,484566176.0,7.374039,0.53125,K,Va
Aemost CZ-D d13-1601,Aemost CZ-D d13-1601 B,Star,M,2787.0,382537696.0,9.295624,0.332031,M,Va
Aemost CZ-D d13-1601,Aemost CZ-D d13-1601 C,Star,M,2236.0,251346160.0,11.16478,0.214844,M,Va
Aemost RQ-C c29-602,Aemost RQ-C c29-602 A,Star,K,4652.0,480151360.0,6.576447,0.621094,K,Vab
Aemost RQ-C c29-602,Aemost RQ-C c29-602 B,Star,M,2189.0,254763360.0,11.227753,0.195313,M,Va
Hyuqo DJ-D c1-57,Hyuqo DJ-D c1-57 A,Star,K,3779.0,442158656.0,7.65834,0.457031,K,Va
Hyuqo DJ-D c1-57,Hyuqo DJ-D c1-57 B,Star,T,1225.0,164175184.0,14.703796,0.097656,T,V
Hyuqo LV-Z c2-25,Hyuqo LV-Z c2-25,Star,K,4527.0,585851776.0,6.262604,0.726563,K,Va
Hyuqo IY-Y d1-678,Hyuqo IY-Y d1-678,Star,K,5099.0,621679488.0,5.616852,0.824219,K,Vab
Hyuqo AD-N b12-146,Hyuqo AD-N b12-146,Star,M,3129.0,359657184.0,8.926773,0.359375,M,Va
Hyuqo SW-F b16-14,Hyuqo SW-F b16-14,Star,M,2039.0,237528688.0,11.688232,0.203125,M,VI
Hyuqo RC-N c9-263,Hyuqo RC-N c9-263,Star,K,4170.0,471788736.0,7.089752,0.5625,K,Va
Hyuqo ZO-J c11-567,Hyuqo ZO-J c11-567,Star,M,3503.0,488598912.0,7.770874,0.527344,M,Va
Hyuqo PC-M b26-2,Hyuqo PC-M b26-2,Star,M,3141.0,386528000.0,8.753647,0.363281,M,Va
Hyuqo RI-C c15-389,Hyuqo RI-C c15-389 A,Star,K,4907.0,544356928.0,6.072037,0.683594,K,Vab
Hyuqo RI-C c15-389,Hyuqo RI-C c15-389 D,Star,T,1246.0,134545104.0,15.062256,0.074219,T,V
Hyuqo RI-C c15-389,Hyuqo RI-C c15-389 B,Star,M,2589.0,305873120.0,10.101532,0.292969,M,Va
Hyuqo RI-C c15-389,Hyuqo RI-C c15-389 C,Star,M,2487.0,281358272.0,10.457581,0.261719,M,Va
Hyuqo TO-Z b32-20,Hyuqo TO-Z b32-20,Star,M,2845.0,314363104.0,9.632477,0.324219,M,Va
Hyuqo DB-X c17-88,Hyuqo DB-X c17-88,Star,K,4523.0,590224064.0,6.25032,0.734375,K,Va
Hyuqo QQ-K d9-1217,Hyuqo QQ-K d9-1217,Star,F,6513.0,807589056.0,3.985306,1.214844,F,Vb
Hyuqo WR-I d10-2260,Hyuqo WR-I d10-2260 A,Star,G,5907.0,698174272.0,4.725739,1.109375,G,Vab
Hyuqo WR-I d10-2260,Hyuqo WR-I d10-2260 B,Star,K,4278.0,521179232.0,6.762436,0.570313,K,Va
Hyuqo WR-I d10-2260,Hyuqo WR-I d10-2260 C,Star,M,2806.0,314469216.0,9.691711,0.28125,M,Va
Hyuqo HO-Y b46-148,Hyuqo HO-Y b46-148 A,Star,M,2682.0,367170848.0,9.551498,0.320313,M,Va
Hyuqo HO-Y b46-148,Hyuqo HO-Y b46-148 B,Star,M,2148.0,248056272.0,11.367828,0.210938,M,VI
Hyuqo EE-F d12-1114,Hyuqo EE-F d12-1114,Star,F,7136.0,801115392.0,3.605957,1.253906,F,VI
Hyuqo RU-G c26-482,Hyuqo RU-G c26-482 A,Star,K,5010.0,588971776.0,5.810715,0.734375,K,Vab
Hyuqo RU-G c26-482,Hyuqo RU-G c26-482 B,Star,M,2850.0,345033184.0,9.422653,0.324219,M,Va
Hyuqo RU-G c26-482,Hyuqo RU-G c26-482 C,Star,L,1854.0,213714272.0,12.330902,0.15625,L,V
Hyuqo ZG-D c28-586,Hyuqo ZG-D c28-586,Star,K,4782.0,550024000.0,6.161636,0.75,K,Vab
Phraa Byoe XO-G b1-1,Phraa Byoe XO-G b1-1,Star,M,2389.0,305618400.0,10.452576,0.261719,M,Va
Phraa Byoe KD-A d1-256,Phraa Byoe KD-A d1-256 A,Star,F,7240.0,802473856.0,3.539429,1.261719,F,VI
Phraa Byoe KD-A d1-256,Phraa Byoe KD-A d1-256 B,Star,M,3117.0,411148992.0,8.652863,0.382813,M,Va
Phraa Byoe BY-W c3-27,Phraa Byoe BY-W c3-27 A,Star,K,5105.0,549514560.0,5.879715,0.746094,K,Vab
Phraa Byoe BY-W c3-27,Phraa Byoe BY-W c3-27 B,Star,M,2562.0,293817344.0,10.234421,0.296875,M,Va
Phraa Byoe BY-W c3-27,Phraa Byoe BY-W c3-27 D,Star,L,1522.0,165660928.0,13.741226,0.109375,L,V
Phraa Byoe BY-W c3-27,Phraa Byoe BY-W c3-27 C,Star,L,1803.0,230991392.0,12.283188,0.179688,L,V
Phraa Byoe TU-M b11-39,Phraa Byoe TU-M b11-39 A,Star,M,2601.0,305087776.0,10.087036,0.269531,M,Va
Phraa Byoe TU-M b11-39,Phraa Byoe TU-M b11-39 B,Star,L,1416.0,197498400.0,13.673004,0.117188,L,V
Phraa Byoe WV-U d3-437,Phraa Byoe WV-U d3-437 A,Star,F,6085.0,735508992.0,4.483643,1.011719,F,Vb
Phraa Byoe WV-U d3-437,Phraa Byoe WV-U d3-437 B,Star,M,3415.0,385954944.0,8.393585,0.402344,M,Va
Phraa Byoe XX-N c8-41,Phraa Byoe XX-N c8-41,Star,K,4989.0,583325952.0,5.849869,0.847656,K,Vab
Phraa Byoe AC-T d4-3272,Phraa Byoe AC-T d4-3272,Star,G,5859.0,761063936.0,4.573883,0.992188,G,Vab
Phraa Byoe DO-N b24-41,Phraa Byoe DO-N b24-41,Star,M,3256.0,375618368.0,8.659653,0.4375,M,Va
Phraa Byoe YD-D c14-309,Phraa Byoe YD-D c14-309,Star,K,4619.0,539475136.0,6.35434,0.722656,K,Vab
Phraa Byoe IL-Z c15-437,Phraa Byoe IL-Z c15-437 A,Star,G,5262.0,575133120.0,5.649155,0.84375,G,Vab
Phraa Byoe IL-Z c15-437,Phraa Byoe IL-Z c15-437 D,Star,M,3309.0,413313920.0,8.38179,0.375,M,Va
Phraa Byoe IL-Z c15-437,Phraa Byoe IL-Z c15-437 C,Star,M,3024.0,352122336.0,9.121033,0.347656,M,Va
Phraa Byoe IL-Z c15-437,Phraa Byoe IL-Z c15-437 B,Star,K,4356.0,523896032.0,6.672638,0.550781,K,Va
Phraa Byoe TV-L d8-13,Phraa Byoe TV-L d8-13,Star,F,6296.0,765372544.0,4.249115,1.347656,F,Vb
Phraa Byoe XB-K d9-2237,Phraa Byoe XB-K d9-2237,Star,K,3913.0,444748128.0,7.494278,0.519531,K,Va
Phraa Byoe KH-F b42-3,Phraa Byoe KH-F b42-3 A,Star,M,3388.0,375491008.0,8.487762,0.382813,M,Va
Phraa Byoe KH-F b42-3,Phraa Byoe KH-F b42-3 B,Star,M,2336.0,299441920.0,10.594391,0.234375,M,Va
Phraa Byoe KH-F b42-3,Phraa Byoe KH-F b42-3 C,Star,M,2142.0,264696640.0,11.238892,0.21875,M,VI
Phraa Byoe HJ-G d11-391,Phraa Byoe HJ-G d11-391,Star,G,5355.0,623717120.0,5.396942,0.914063,G,Vab
Phraa Byoe OT-S b48-11,Phraa Byoe OT-S b48-11 A,Star,M,2190.0,266139968.0,11.130814,0.21875,M,Va
Phraa Byoe OT-S b48-11,Phraa Byoe OT-S b48-11 B,Star,L,1981.0,203611184.0,12.148239,0.15625,L,V
Phraa Byoe ER-F c26-421,Phraa Byoe ER-F c26-421,Star,K,5086.0,673659456.0,5.453522,0.839844,K,Va
Phraa Byoe UA-G b55-21,Phraa Byoe UA-G b55-21,Star,M,3050.0,398477664.0,8.815247,0.355469,M,Va
Phraa Byoe MU-Y b58-44,Phraa Byoe MU-Y b58-44 A,Star,M,3644.0,380521344.0,8.14241,0.441406,M,Va
Phraa Byoe MU-Y b58-44,Phraa Byoe MU-Y b58-44 C,Star,T,978.0,133717336.0,16.127701,0.0625,T,V
Phraa Byoe MU-Y b58-44,Phraa Byoe MU-Y b58-44 B,Star,L,1716.0,220442576.0,12.599548,0.167969,L,V
Bleethuae NI-B d674,Bleethuae NI-B d674,Star,F,6556.0,668735296.0,4.366547,1.09375,F,VI
Bleethuae NI-B d674,Bleethuae NI-B d674 3,Star,Y,440.0,50748916.0,22.068741,0.015625,Y,V
Bleethuae EN-Z c1-117,Bleethuae EN-Z c1-117 A,Star,K,5098.0,605123968.0,5.676315,0.882813,K,Vab
Bleethuae EN-Z c1-117,Bleethuae EN-Z c1-117 B,Star,M,2623.0,330112032.0,9.879227,0.292969,M,Va
Bleethuae VU-X d1-1091,Bleethuae VU-X d1-1091,Star,G,5468.0,646831104.0,5.227158,0.988281,G,Vab
Bleethuae VU-X d1-1091,Bleethuae VU-X d1-1091 3,Star,Y,334.0,39584576.0,23.468719,0.011719,Y,V
Bleethuae XF-W d2-7,Bleethuae XF-W d2-7,Star,K,4589.0,568404800.0,6.269196,0.804688,K,Va
Bleethuae CL-F b14-11,Bleethuae CL-F b14-11 A,Star,M,3408.0,433053152.0,8.152405,0.4375,M,Va
Bleethuae CL-F b14-11,Bleethuae CL-F b14-11 C,Star,M,2196.0,301840352.0,10.845535,0.246094,M,Va
Bleethuae CL-F b14-11,Bleethuae CL-F b14-11 B,Star,M,3414.0,419532832.0,8.213654,0.425781,M,Va
Bleethuae QO-Y b17-2,Bleethuae QO-Y b17-2 A,Star,M,2598.0,344078048.0,9.830841,0.316406,M,Va
Bleethuae QO-Y b17-2,Bleethuae QO-Y b17-2 B,Star,L,1860.0,235533520.0,12.105682,0.160156,L,V
Bleethuae OQ-J c10-118,Bleethuae OQ-J c10-118 A,Star,K,5100.0,647467840.0,5.52771,0.785156,K,Va
Bleethuae OQ-J c10-118,Bleethuae OQ-J c10-118 B,Star,M,2246.0,292034432.0,10.819458,0.257813,M,Va
Bleethuae OQ-J c10-118,Bleethuae OQ-J c10-118 C,Star,L,1685.0,195418336.0,12.94046,0.125,L,V
Bleethuae JY-Q d5-623,Bleethuae JY-Q d5-623,Star,F,6858.0,779105152.0,3.839081,1.136719,F,Vb
Bleethuae EP-C c14-103,Bleethuae EP-C c14-103 A,Star,G,5332.0,655681920.0,5.307083,0.863281,G,Vab
Bleethuae EP-C c14-103,Bleethuae EP-C c14-103 B,Star,M,2242.0,306127808.0,10.724838,0.242188,M,Va
Bleethuae RK-N d7-1190,Bleethuae RK-N d7-1190 A,Star,A,7581.0,849932864.0,3.214691,1.394531,A,VI
Bleethuae RK-N d7-1190,Bleethuae RK-N d7-1190 B,Star,K,5045.0,624184064.0,5.654343,0.722656,K,Va
Bleethuae VQ-L d8-472,Bleethuae VQ-L d8-472 A,Star,M,2722.0,304005312.0,9.897232,0.261719,M,Va
Bleethuae VQ-L d8-472,Bleethuae VQ-L d8-472 B,Star,T,1055.0,113426256.0,16.15596,0.058594,T,V
Bleethuae YY-L b38-19,Bleethuae YY-L b38-19,Star,M,3063.0,347898560.0,9.091583,0.335938,M,Va
Bleethuae DD-I d10-475,Bleethuae DD-I d10-475,Star,F,6235.0,652583104.0,4.637741,1.007813,F,VI
Bleethuae CB-Y b45-2,Bleethuae CB-Y b45-2,Star,M,3056.0,363010752.0,9.009155,0.402344,M,Va
Bleethuae KN-U b47-16,Bleethuae KN-U b47-16,Star,M,2493.0,271807040.0,10.522125,0.230469,M,Va
Bleethuae WF-P b50-7,Bleethuae WF-P b50-7,Star,M,2390.0,302179968.0,10.475357,0.261719,M,Va
Bleethuae ME-I b54-6,Bleethuae ME-I b54-6,Star,M,2124.0,282334624.0,11.135452,0.207031,M,VI
Bleethuae OO-A c29-2,Bleethuae OO-A c29-2 A,Star,K,4421.0,546436992.0,6.5168,0.648438,K,Va
Bleethuae OO-A c29-2,Bleethuae OO-A c29-2 C,Star,M,2732.0,303771840.0,9.882965,0.261719,M,Va
Bleethuae OO-A c29-2,Bleethuae OO-A c29-2 B,Star,K,3763.0,408177472.0,7.850433,0.460938,K,Va
Prooe Flyi YL-B c1-94,Prooe Flyi YL-B c1-94,Star,K,4420.0,519587360.0,6.627228,0.609375,K,Va
Prooe Flyi PT-Z d283,Prooe Flyi PT-Z d283 A,Star,F,6394.0,911400384.0,3.80275,1.375,F,Vab
Prooe Flyi PT-Z d283,Prooe Flyi PT-Z d283 B,Star,G,5260.0,622570944.0,5.478668,0.75,G,Vab
Prooe Flyi TZ-X d1-33,Prooe Flyi TZ-X d1-33 A,Star,M,2901.0,370800320.0,9.189163,0.359375,M,Va
Prooe Flyi TZ-X d1-33,Prooe Flyi TZ-X d1-33 B,Star,L,1816.0,204332832.0,12.518326,0.164063,L,V
Prooe Flyi MS-J b12-14,Prooe Flyi MS-J b12-14,Star,M,3135.0,399602592.0,8.689728,0.402344,M,Va
Prooe Flyi YK-E b15-9,Prooe Flyi YK-E b15-9 A,Star,M,2236.0,277962240.0,10.946106,0.210938,M,Va
Prooe Flyi YK-E b15-9,Prooe Flyi YK-E b15-9 B,Star,L,1533.0,217556000.0,13.118073,0.136719,L,V
Prooe Flyi OJ-X b18-22,Prooe Flyi OJ-X b18-22,Star,M,2227.0,247653008.0,11.214447,0.214844,M,Va
Prooe Flyi EI-Q b22-23,Prooe Flyi EI-Q b22-23,Star,M,3347.0,382092000.0,8.502792,0.425781,M,Va
Prooe Flyi SL-J b26-3,Prooe Flyi SL-J b26-3,Star,M,3599.0,372540768.0,8.242432,0.433594,M,Va
Prooe Flyi LJ-P d6-171,Prooe Flyi LJ-P d6-171 A,Star,K,4953.0,643328960.0,5.668671,0.917969,K,Va
Prooe Flyi LJ-P d6-171,Prooe Flyi LJ-P d6-171 B,Star,K,3775.0,450478848.0,7.622437,0.445313,K,Va
Prooe Flyi UC-X b32-19,Prooe Flyi UC-X b32-19 A,Star,M,2473.0,317780288.0,10.217728,0.296875,M,Va
Prooe Flyi UC-X b32-19,Prooe Flyi UC-X b32-19 B,Star,L,1521.0,176846480.0,13.602173,0.109375,L,V
Prooe Flyi IG-Q b36-15,Prooe Flyi IG-Q b36-15 A,Star,M,3601.0,425030144.0,7.95372,0.4375,M,Va
Prooe Flyi IG-Q b36-15,Prooe Flyi IG-Q b36-15 C,Star,L,1922.0,278492864.0,11.599319,0.199219,L,V
Prooe Flyi IG-Q b36-15,Prooe Flyi IG-Q b36-15 B,Star,M,2196.0,317016224.0,10.738983,0.25,M,Va
Prooe Flyi XB-K d9-129,Prooe Flyi XB-K d9-129 A,Star,F,7326.0,773926272.0,3.566788,1.320313,F,VI
Prooe Flyi XB-K d9-129,Prooe Flyi XB-K d9-129 C,Star,K,4570.0,516530976.0,6.495071,0.644531,K,Va
Prooe Flyi XB-K d9-129,Prooe Flyi XB-K d9-129 B,Star,M,3336.0,390390944.0,8.470413,0.425781,M,Va
Prooe Flyi IC-E b43-13,Prooe Flyi IC-E b43-13 A,Star,M,2214.0,319117504.0,10.689194,0.253906,M,Va
Prooe Flyi IC-E b43-13,Prooe Flyi IC-E b43-13 B,Star,T,1139.0,138238256.0,15.393494,0.082031,T,V
Prooe Flyi XA-X b46-1,Prooe Flyi XA-X b46-1,Star,K,3745.0,449269024.0,7.662933,0.441406,K,Va
Prooe Flyi JT-R b49-0,Prooe Flyi JT-R b49-0,Star,M,3061.0,329241792.0,9.214157,0.332031,M,Va
Prooe Flyi ZR-K b53-7,Prooe Flyi ZR-K b53-7 A,Star,M,3272.0,343653568.0,8.831512,0.382813,M,Va
Prooe Flyi ZR-K b53-7,Prooe Flyi ZR-K b53-7 B,Star,M,2698.0,369081056.0,9.514389,0.335938,M,Va
Prooe Flyi ZR-K b53-7,Prooe Flyi ZR-K b53-7 C,Star,M,3083.0,324657216.0,9.213486,0.335938,M,Va
Prooe Flyi PQ-D b57-11,Prooe Flyi PQ-D b57-11 A,Star,M,3025.0,349830016.0,9.133789,0.34375,M,Va
Prooe Flyi PQ-D b57-11,Prooe Flyi PQ-D b57-11 B,Star,M,2070.0,239438944.0,11.605286,0.183594,M,VI
Flyooe Pri DK-H b11,Flyooe Pri DK-H b11 A,Star,M,3005.0,373495872.0,9.020432,0.414063,M,Va
Flyooe Pri DK-H b11,Flyooe Pri DK-H b11 B,Star,L,1979.0,245148448.0,11.74939,0.203125,L,V
Flyooe Pri WD-A b4-6,Flyooe Pri WD-A b4-6 A,Star,M,2395.0,265545648.0,10.746964,0.242188,M,Va
Flyooe Pri WD-A b4-6,Flyooe Pri WD-A b4-6 C,Star,L,1654.0,169608752.0,13.328781,0.121094,L,V
Flyooe Pri WD-A b4-6,Flyooe Pri WD-A b4-6 B,Star,L,1428.0,198241264.0,13.628189,0.117188,L,V
Flyooe Pri FO-W c3-36,Flyooe Pri FO-W c3-36,Star,M,3458.0,423756608.0,8.136246,0.476563,M,Va
Flyooe Pri YU-N b10-0,Flyooe Pri YU-N b10-0,Star,M,2676.0,374748128.0,9.516876,0.332031,M,Va
Flyooe Pri NT-G b14-9,Flyooe Pri NT-G b14-9 A,Star,M,2504.0,318438304.0,10.159103,0.277344,M,Va
Flyooe Pri NT-G b14-9,Flyooe Pri NT-G b14-9 B,Star,L,1831.0,197137552.0,12.560471,0.144531,L,V
Flyooe Pri NT-G b14-9,Flyooe Pri NT-G b14-9 C,Star,T,1186.0,144457168.0,15.122269,0.082031,T,V
Flyooe Pri CX-Z b17-3,Flyooe Pri CX-Z b17-3,Star,M,3236.0,344120512.0,8.876633,0.355469,M,Va
Flyooe Pri SV-S b21-5,Flyooe Pri SV-S b21-5,Star,M,2653.0,339238752.0,9.770584,0.300781,M,Va
Flyooe Pri FI-R d5-51,Flyooe Pri FI-R d5-51,Star,K,4144.0,506279328.0,6.963684,0.59375,K,Va
Flyooe Pri WI-D c14-12,Flyooe Pri WI-D c14-12,Star,K,4422.0,450330272.0,6.935974,0.589844,K,Vab
Flyooe Pri EV-Z c15-0,Flyooe Pri EV-Z c15-0,Star,K,4369.0,557983360.0,6.522797,0.605469,K,Va
Flyooe Pri UI-U b34-3,Flyooe Pri UI-U b34-3,Star,M,2856.0,339302432.0,9.449905,0.359375,M,Va
Flyooe Pri QN-U c18-9,Flyooe Pri QN-U c18-9 A,Star,M,3562.0,452176864.0,7.866562,0.539063,M,Va
Flyooe Pri QN-U c18-9,Flyooe Pri QN-U c18-9 C,Star,L,1911.0,192446832.0,12.427017,0.148438,L,V
Flyooe Pri QN-U c18-9,Flyooe Pri QN-U c18-9 B,Star,L,1870.0,237847072.0,12.061172,0.160156,L,V
Aucoks BW-H b2-0,Aucoks BW-H b2-0 A,Star,M,3160.0,362458912.0,8.867111,0.382813,M,NA
M6 Sector IR-W d1-47,M6 Sector IR-W d1-47 A,Star,F,6582.0,871009280.0,3.775345,1.40625,F,NA
Aucoks AR-C d5,Aucoks AR-C d5 A,Star,F,6132.0,737907456.0,4.443146,0.957031,F,NA
Aucoks XV-C d32,Aucoks XV-C d32,Star,F,6300.0,730266496.0,4.348328,1.125,F,NA
Swoilz GK-C d14-36,Swoilz GK-C d14-36,Star,G,5472.0,750345280.0,4.901535,0.988281,G,NA
Swoilz CE-E d13-30,Swoilz CE-E d13-30,Star,G,5423.0,760321024.0,4.911911,1.074219,G,NA
Swoilz EI-I c26-31,Swoilz EI-I c26-31,Star,G,5298.0,674911744.0,5.272064,0.871094,G,NA
Smootiae EJ-Q b32-1,Smootiae EJ-Q b32-1 A,Star,M,2871.0,302519552.0,9.676361,0.308594,M4,Va
Smootiae MG-L b35-12,Smootiae MG-L b35-12,Star,M,2811.0,320900384.0,9.639999,0.273438,M5,Va
Smootiae YJ-I d9-20,Smootiae YJ-I d9-20 A,Star,F,6594.0,741643072.0,4.116638,1.304688,F6,Vb
Smootiae YJ-I d9-20,Smootiae YJ-I d9-20 B,Star,K,4599.0,515172576.0,6.473312,0.722656,K4,Va
Smootiae CG-C b40-8,Smootiae CG-C b40-8 A,Star,M,2305.0,271870720.0,10.862228,0.210938,M8,Va
Smootiae CG-C b40-8,Smootiae CG-C b40-8 B,Star,T,1021.0,120388056.0,16.168869,0.058594,T4,V
Smootiae CG-N c20-59,Smootiae CG-N c20-59 A,Star,K,3771.0,481318752.0,7.483231,0.558594,K9,Va
Smootiae CG-N c20-59,Smootiae CG-N c20-59 B,Star,L,1509.0,198368608.0,13.387131,0.132813,L7,V
Smootiae EM-L c21-62,Smootiae EM-L c21-62,Star,K,4363.0,587804416.0,6.415695,0.707031,K5,Va
Smootiae WW-P b46-0,Smootiae WW-P b46-0,Star,M,2791.0,340809408.0,9.540268,0.316406,M5,Va
Smootiae FP-K b49-16,Smootiae FP-K b49-16 A,Star,M,2488.0,298210880.0,10.329483,0.246094,M7,Va
Smootiae FP-K b49-16,Smootiae FP-K b49-16 C,Star,T,1271.0,139936256.0,14.89061,0.082031,T0,V
Smootiae FP-K b49-16,Smootiae FP-K b49-16 B,Star,M,2255.0,283098688.0,10.869583,0.242188,M8,Va
Smootiae QK-E c25-30,Smootiae QK-E c25-30 A,Star,G,5684.0,594914816.0,5.240616,0.839844,G3,Vb
Smootiae QK-E c25-30,Smootiae QK-E c25-30 B,Star,K,4869.0,654450816.0,5.70575,0.835938,K2,Va
Smootiae PN-D b53-9,Smootiae PN-D b53-9,Star,M,2850.0,377380032.0,9.228012,0.351563,M4,Va
Fachoae BJ-W b48-0,Fachoae BJ-W b48-0,Star,K,3728.0,387313312.0,8.005005,0.4375,K,Va
Fachoae KG-R b51-0,Fachoae KG-R b51-0,Star,M,3511.0,386336992.0,8.270981,0.433594,M,Va
Fachoae LZ-F c27-0,Fachoae LZ-F c27-0,Star,K,3884.0,444620768.0,7.527222,0.527344,K,Va
Fachoae RQ-C c29-1,Fachoae RQ-C c29-1,Star,K,4990.0,551106432.0,5.972412,0.707031,K,Vab
Gria Pri AR-I b1-0,Gria Pri AR-I b1-0,Star,M,2588.0,354796672.0,9.78096,0.320313,M,Va
Gria Pri ES-A d1-2,Gria Pri ES-A d1-2 A,Star,F,6690.0,774053568.0,3.960938,1.382813,F,Vb
Gria Pri ES-A d1-2,Gria Pri ES-A d1-2 C,Star,M,2605.0,344162976.0,9.818604,0.324219,M,Va
Gria Pri ES-A d1-2,Gria Pri ES-A d1-2 B,Star,K,5174.0,559108288.0,5.783813,0.757813,K,Vab
Gria Pri IJ-U b8-0,Gria Pri IJ-U b8-0,Star,M,2967.0,321155072.0,9.403656,0.316406,M,Va
Gria Pri TB-P b11-0,Gria Pri TB-P b11-0,Star,M,2997.0,367637792.0,9.06636,0.375,M,Va
Gria Pri FA-R c7-0,Gria Pri FA-R c7-0,Star,K,4255.0,559447872.0,6.631927,0.613281,K,Va
Gria Pri IG-P c8-1,Gria Pri IG-P c8-1,Star,K,4169.0,480597120.0,7.050613,0.601563,K,Va
Gria Pri JW-V b21-0,Gria Pri JW-V b21-0,Star,M,3363.0,402128352.0,8.371048,0.390625,M,Va
Gria Pri XJ-Q b24-0,Gria Pri XJ-Q b24-0 A,Star,M,3093.0,363859712.0,8.951813,0.394531,M,Va
